Ensembl Gene ID	Associated Gene Name
ENSG00000113083	LOX
ENSG00000113100	CDH9
ENSG00000113108	APBB3
ENSG00000113140	SPARC
ENSG00000113196	HAND1
ENSG00000113205	PCDHB3
ENSG00000113209	PCDHB5
ENSG00000113211	PCDHB6
ENSG00000113212	PCDHB7
ENSG00000113231	PDE8B
ENSG00000113240	CLK4
ENSG00000113248	PCDHB15
ENSG00000113263	ITK
ENSG00000113269	RNF130
ENSG00000113273	ARSB
ENSG00000113296	THBS4
ENSG00000113300	CNOT6
ENSG00000113319	RASGRF2
ENSG00000113327	GABRG2
ENSG00000113328	CCNG1
ENSG00000113356	POLR3G
ENSG00000113361	CDH6
ENSG00000113368	LMNB1
ENSG00000113369	ARRDC3
ENSG00000113384	GOLPH3
ENSG00000113396	SLC27A6
ENSG00000113407	TARS
ENSG00000113430	IRX4
ENSG00000113448	PDE4D
ENSG00000113504	SLC12A7
ENSG00000113532	ST8SIA4
ENSG00000113552	GNPDA1
ENSG00000113555	PCDH12
ENSG00000113575	PPP2CA
ENSG00000113578	FGF1
ENSG00000113580	NR3C1
ENSG00000113594	LIFR
ENSG00000113600	C9
ENSG00000113615	SEC24A
ENSG00000113645	WWC1
ENSG00000113648	H2AFY
ENSG00000113657	DPYSL3
ENSG00000113658	SMAD5
ENSG00000113712	CSNK1A1
ENSG00000113721	PDGFRB
ENSG00000113722	CDX1
ENSG00000113739	STC2
ENSG00000113742	CPEB4
ENSG00000113749	HRH2
ENSG00000113761	ZNF346
ENSG00000113763	UNC5A
ENSG00000113805	CNTN3
ENSG00000113916	BCL6
ENSG00000114019	AMOTL2
ENSG00000114023	FAM162A
ENSG00000114030	KPNA1
ENSG00000114062	UBE3A
ENSG00000114113	RBP2
ENSG00000114115	RBP1
ENSG00000114120	SLC25A36
ENSG00000114126	TFDP2
ENSG00000114166	KAT2B
ENSG00000114200	BCHE
ENSG00000114204	SERPINI2
ENSG00000114251	WNT5A
ENSG00000114268	PFKFB4
ENSG00000114279	FGF12
ENSG00000114302	PRKAR2A
ENSG00000114315	HES1
ENSG00000114316	USP4
ENSG00000114331	ACAP2
ENSG00000114349	GNAT1
ENSG00000114353	GNAI2
ENSG00000114374	USP9Y
ENSG00000114378	HYAL1
ENSG00000114395	CYB561D2
ENSG00000114416	FXR1
ENSG00000114423	CBLB
ENSG00000114450	GNB4
ENSG00000114503	NCBP2
ENSG00000114541	FRMD4B
ENSG00000114544	SLC41A3
ENSG00000114554	PLXNA1
ENSG00000114698	PLSCR4
ENSG00000114737	CISH
ENSG00000114738	MAPKAPK3
ENSG00000114739	ACVR2B
ENSG00000114745	GORASP1
ENSG00000114757	PEX5L
ENSG00000114771	AADAC
ENSG00000114784	EIF1B
ENSG00000114790	ARHGEF26
ENSG00000114805	PLCH1
ENSG00000114812	VIPR1
ENSG00000114841	DNAH1
ENSG00000114859	CLCN2
ENSG00000114861	FOXP1
ENSG00000114867	EIF4G1
ENSG00000114904	NEK4
ENSG00000114923	SLC4A3
ENSG00000114948	ADAM23
ENSG00000114956	DGUOK
ENSG00000114978	MOB1A
ENSG00000114988	LMAN2L
ENSG00000114993	RTKN
ENSG00000115041	KCNIP3
ENSG00000115073	ACTR1B
ENSG00000115085	ZAP70
ENSG00000115091	ACTR3
ENSG00000115109	EPB41L5
ENSG00000115112	TFCP2L1
ENSG00000115145	STAM2
ENSG00000115155	OTOF
ENSG00000115165	CYTIP
ENSG00000115170	ACVR1
ENSG00000115183	TANC1
ENSG00000115194	SLC30A3
ENSG00000115221	ITGB6
ENSG00000115232	ITGA4
ENSG00000115234	SNX17
ENSG00000115252	PDE1A
ENSG00000115257	PCSK4
ENSG00000115266	APC2
ENSG00000115267	IFIH1
ENSG00000115271	GCA
ENSG00000115289	PCGF1
ENSG00000115290	GRB14
ENSG00000115295	CLIP4
ENSG00000115297	TLX2
ENSG00000115306	SPTBN1
ENSG00000115310	RTN4
ENSG00000115317	HTRA2
ENSG00000115318	LOXL3
ENSG00000115325	DOK1
ENSG00000115339	GALNT3
ENSG00000115353	TACR1
ENSG00000115355	CCDC88A
ENSG00000115365	LANCL1
ENSG00000115380	EFEMP1
ENSG00000115414	FN1
ENSG00000115415	STAT1
ENSG00000115419	GLS
ENSG00000115421	PAPOLG
ENSG00000115423	DNAH6
ENSG00000115457	IGFBP2
ENSG00000115461	IGFBP5
ENSG00000115468	EFHD1
ENSG00000115488	NEU2
ENSG00000115507	OTX1
ENSG00000115520	COQ10B
ENSG00000115526	CHST10
ENSG00000115539	PDCL3
ENSG00000115548	KDM3A
ENSG00000115556	PLCD4
ENSG00000115592	PRKAG3
ENSG00000115593	SMYD1
ENSG00000115602	IL1RL1
ENSG00000115604	IL18R1
ENSG00000115607	IL18RAP
ENSG00000115641	FHL2
ENSG00000115648	MLPH
ENSG00000115657	ABCB6
ENSG00000115694	STK25
ENSG00000115718	PROC
ENSG00000115738	ID2
ENSG00000115756	HPCAL1
ENSG00000115758	ODC1
ENSG00000115806	GORASP2
ENSG00000115808	STRN
ENSG00000115825	PRKD3
ENSG00000115828	QPCT
ENSG00000115840	SLC25A12
ENSG00000115841	RMDN2
ENSG00000115844	DLX2
ENSG00000115850	LCT
ENSG00000115884	SDC1
ENSG00000115896	PLCL1
ENSG00000115902	SLC1A4
ENSG00000115904	SOS1
ENSG00000115956	PLEK
ENSG00000115963	RND3
ENSG00000115966	ATF2
ENSG00000115993	TRAK2
ENSG00000116001	TIA1
ENSG00000116005	PCYOX1
ENSG00000116014	KISS1R
ENSG00000116016	EPAS1
ENSG00000116017	ARID3A
ENSG00000116032	GRIN3B
ENSG00000116035	VAX2
ENSG00000116039	ATP6V1B1
ENSG00000116044	NFE2L2
ENSG00000116095	PLEKHA3
ENSG00000116106	EPHA4
ENSG00000116117	PARD3B
ENSG00000116132	PRRX1
ENSG00000116141	MARK1
ENSG00000116147	TNR
ENSG00000116157	GPX7
ENSG00000116176	TPSG1
ENSG00000116183	PAPPA2
ENSG00000116191	RALGPS2
ENSG00000116194	ANGPTL1
ENSG00000116209	TMEM59
ENSG00000116251	RPL22
ENSG00000116254	CHD5
ENSG00000116260	QSOX1
ENSG00000116266	STXBP3
ENSG00000116299	KIAA1324
ENSG00000116329	OPRD1
ENSG00000116337	AMPD2
ENSG00000116350	SRSF4
ENSG00000116396	KCNC4
ENSG00000116473	RAP1A
ENSG00000116478	HDAC1
ENSG00000116489	CAPZA1
ENSG00000116514	RNF19B
ENSG00000116521	SCAMP3
ENSG00000116525	TRIM62
ENSG00000116544	DLGAP3
ENSG00000116560	SFPQ
ENSG00000116574	RHOU
ENSG00000116584	ARHGEF2
ENSG00000116604	MEF2D
ENSG00000116641	DOCK7
ENSG00000116688	MFN2
ENSG00000116701	NCF2
ENSG00000116703	PDC
ENSG00000116704	SLC35D1
ENSG00000116717	GADD45A
ENSG00000116748	AMPD1
ENSG00000116774	OLFML3
ENSG00000116793	PHTF1
ENSG00000116809	ZBTB17
ENSG00000116819	TFAP2E
ENSG00000116833	NR5A2
ENSG00000116852	KIF21B
ENSG00000116857	TMEM9
ENSG00000116882	HAO2
ENSG00000116954	RRAGC
ENSG00000116962	NID1
ENSG00000116977	LGALS8
ENSG00000116981	NT5C1A
ENSG00000116983	HPCAL4
ENSG00000116985	BMP8B
ENSG00000116990	MYCL
ENSG00000116991	SIPA1L2
ENSG00000117000	RLF
ENSG00000117013	KCNQ4
ENSG00000117016	RIMS3
ENSG00000117020	AKT3
ENSG00000117036	ETV3
ENSG00000117069	ST6GALNAC5
ENSG00000117114	ADGRL2
ENSG00000117139	KDM5B
ENSG00000117143	UAP1
ENSG00000117266	CDK18
ENSG00000117280	RAB29
ENSG00000117298	ECE1
ENSG00000117305	HMGCL
ENSG00000117318	ID3
ENSG00000117322	CR2
ENSG00000117362	APH1A
ENSG00000117385	P3H1
ENSG00000117394	SLC2A1
ENSG00000117411	B4GALT2
ENSG00000117425	PTCH2
ENSG00000117450	PRDX1
ENSG00000117461	PIK3R3
ENSG00000117479	SLC19A2
ENSG00000117500	TMED5
ENSG00000117519	CNN3
ENSG00000117523	PRRC2C
ENSG00000117569	PTBP2
ENSG00000117594	HSD11B1
ENSG00000117595	IRF6
ENSG00000117598	PLPPR5
ENSG00000117600	PLPPR4
ENSG00000117601	SERPINC1
ENSG00000117602	RCAN3
ENSG00000117620	SLC35A3
ENSG00000117625	RCOR3
ENSG00000117632	STMN1
ENSG00000117643	MAN1C1
ENSG00000117676	RPS6KA1
ENSG00000117691	NENF
ENSG00000117713	ARID1A
ENSG00000117724	CENPF
ENSG00000117748	RPA2
ENSG00000117758	STX12
ENSG00000117859	OSBPL9
ENSG00000117868	ESYT2
ENSG00000117971	CHRNB4
ENSG00000117984	CTSD
ENSG00000118004	COLEC11
ENSG00000118007	STAG1
ENSG00000118113	MMP8
ENSG00000118156	ZNF541
ENSG00000118160	SLC8A2
ENSG00000118194	TNNT2
ENSG00000118200	CAMSAP2
ENSG00000118217	ATF6
ENSG00000118231	CRYGD
ENSG00000118257	NRP2
ENSG00000118260	CREB1
ENSG00000118263	KLF7
ENSG00000118276	B4GALT6
ENSG00000118298	CA14
ENSG00000118322	ATP10B
ENSG00000118369	USP35
ENSG00000118407	FILIP1
ENSG00000118432	CNR1
ENSG00000118473	SGIP1
ENSG00000118495	PLAGL1
ENSG00000118496	FBXO30
ENSG00000118503	TNFAIP3
ENSG00000118508	RAB32
ENSG00000118513	MYB
ENSG00000118515	SGK1
ENSG00000118520	ARG1
ENSG00000118523	CTGF
ENSG00000118526	TCF21
ENSG00000118596	SLC16A7
ENSG00000118655	DCLRE1B
ENSG00000118680	MYL12B
ENSG00000118689	FOXO3
ENSG00000118707	TGIF2
ENSG00000118729	CASQ2
ENSG00000118733	OLFM3
ENSG00000118762	PKD2
ENSG00000118816	CCNI
ENSG00000118898	PPL
ENSG00000118922	KLF12
ENSG00000118939	UCHL3
ENSG00000118946	PCDH17
ENSG00000118971	CCND2
ENSG00000118985	ELL2
ENSG00000118997	DNAH7
ENSG00000119042	SATB2
ENSG00000119048	UBE2B
ENSG00000119121	TRPM6
ENSG00000119138	KLF9
ENSG00000119139	TJP2
ENSG00000119231	SENP5
ENSG00000119283	TRIM67
ENSG00000119314	PTBP3
ENSG00000119318	RAD23B
ENSG00000119333	WDR34
ENSG00000119335	SET
ENSG00000119403	PHF19
ENSG00000119408	NEK6
ENSG00000119457	SLC46A2
ENSG00000119508	NR4A3
ENSG00000119509	INVS
ENSG00000119514	GALNT12
ENSG00000119522	DENND1A
ENSG00000119541	VPS4B
ENSG00000119547	ONECUT2
ENSG00000119614	VSX2
ENSG00000119630	PGF
ENSG00000119638	NEK9
ENSG00000119640	ACYP1
ENSG00000119669	IRF2BPL
ENSG00000119681	LTBP2
ENSG00000119686	FLVCR2
ENSG00000119699	TGFB3
ENSG00000119715	ESRRB
ENSG00000119725	ZNF410
ENSG00000119729	RHOQ
ENSG00000119771	KLHL29
ENSG00000119772	DNMT3A
ENSG00000119778	ATAD2B
ENSG00000119782	FKBP1B
ENSG00000119787	ATL2
ENSG00000119812	FAM98A
ENSG00000119866	BCL11A
ENSG00000119900	OGFRL1
ENSG00000119915	ELOVL3
ENSG00000119919	NKX2-3
ENSG00000119927	GPAM
ENSG00000119938	PPP1R3C
ENSG00000119946	CNNM1
ENSG00000119950	MXI1
ENSG00000119973	PRLHR
ENSG00000120049	KCNIP2
ENSG00000120054	CPN1
ENSG00000120057	SFRP5
ENSG00000120063	GNA13
ENSG00000120068	HOXB8
ENSG00000120071	KANSL1
ENSG00000120075	HOXB5
ENSG00000120088	CRHR1
ENSG00000120093	HOXB3
ENSG00000120094	HOXB1
ENSG00000120129	DUSP1
ENSG00000120137	PANK3
ENSG00000120149	MSX2
ENSG00000120156	TEK
ENSG00000120162	MOB3B
ENSG00000120251	GRIA2
ENSG00000120254	MTHFD1L
ENSG00000120278	PLEKHG1
ENSG00000120318	ARAP3
ENSG00000120322	PCDHB8
ENSG00000120324	PCDHB10
ENSG00000120327	PCDHB14
ENSG00000120328	PCDHB12
ENSG00000120332	TNN
ENSG00000120457	KCNJ5
ENSG00000120500	ARR3
ENSG00000120549	KIAA1217
ENSG00000120563	LYZL1
ENSG00000120594	PLXDC2
ENSG00000120616	EPC1
ENSG00000120645	IQSEC3
ENSG00000120662	MTRF1
ENSG00000120675	DNAJC15
ENSG00000120690	ELF1
ENSG00000120693	SMAD9
ENSG00000120694	HSPH1
ENSG00000120708	TGFBI
ENSG00000120727	PAIP2
ENSG00000120733	KDM3B
ENSG00000120738	EGR1
ENSG00000120742	SERP1
ENSG00000120756	PLS1
ENSG00000120784	ZFP30
ENSG00000120798	NR2C1
ENSG00000120820	GLT8D2
ENSG00000120833	SOCS2
ENSG00000120875	DUSP4
ENSG00000120896	SORBS3
ENSG00000120899	PTK2B
ENSG00000120903	CHRNA2
ENSG00000120907	ADRA1A
ENSG00000120913	PDLIM2
ENSG00000120992	LYPLA1
ENSG00000121005	CRISPLD1
ENSG00000121039	RDH10
ENSG00000121067	SPOP
ENSG00000121068	TBX2
ENSG00000121075	TBX4
ENSG00000121104	FAM117A
ENSG00000121236	TRIM6
ENSG00000121274	PAPD5
ENSG00000121281	ADCY7
ENSG00000121297	TSHZ3
ENSG00000121310	ECHDC2
ENSG00000121361	KCNJ8
ENSG00000121390	PSPC1
ENSG00000121417	ZNF211
ENSG00000121440	PDZRN3
ENSG00000121454	LHX4
ENSG00000121481	RNF2
ENSG00000121542	SEC22A
ENSG00000121577	POPDC2
ENSG00000121578	B4GALT4
ENSG00000121634	GJA8
ENSG00000121653	MAPK8IP1
ENSG00000121671	CRY2
ENSG00000121690	DEPDC7
ENSG00000121741	ZMYM2
ENSG00000121742	GJB6
ENSG00000121743	GJA3
ENSG00000121749	TBC1D15
ENSG00000121753	ADGRB2
ENSG00000121764	HCRTR1
ENSG00000121769	FABP3
ENSG00000121774	KHDRBS1
ENSG00000121775	TMEM39B
ENSG00000121807	CCR2
ENSG00000121851	POLR3GL
ENSG00000121853	GHSR
ENSG00000121871	SLITRK3
ENSG00000121879	PIK3CA
ENSG00000121892	PDS5A
ENSG00000121898	CPXM2
ENSG00000121904	CSMD2
ENSG00000121905	HPCA
ENSG00000121957	GPSM2
ENSG00000121966	CXCR4
ENSG00000121989	ACVR2A
ENSG00000122012	SV2C
ENSG00000122025	FLT3
ENSG00000122035	RASL11A
ENSG00000122126	OCRL
ENSG00000122145	TBX22
ENSG00000122176	FMOD
ENSG00000122180	MYOG
ENSG00000122194	PLG
ENSG00000122254	HS3ST2
ENSG00000122299	ZC3H7A
ENSG00000122359	ANXA11
ENSG00000122367	LDB3
ENSG00000122375	OPN4
ENSG00000122386	ZNF205
ENSG00000122515	ZMIZ2
ENSG00000122545	SEPT7
ENSG00000122557	HERPUD2
ENSG00000122565	CBX3
ENSG00000122566	HNRNPA2B1
ENSG00000122591	FAM126A
ENSG00000122592	HOXA7
ENSG00000122641	INHBA
ENSG00000122642	FKBP9
ENSG00000122643	NT5C3A
ENSG00000122644	ARL4A
ENSG00000122705	CLTA
ENSG00000122728	TAF1L
ENSG00000122735	DNAI1
ENSG00000122778	KIAA1549
ENSG00000122779	TRIM24
ENSG00000122787	AKR1D1
ENSG00000122824	NUDT10
ENSG00000122859	NEUROG3
ENSG00000122861	PLAU
ENSG00000122863	CHST3
ENSG00000122873	CISD1
ENSG00000122877	EGR2
ENSG00000122884	P4HA1
ENSG00000123066	MED13L
ENSG00000123080	CDKN2C
ENSG00000123104	ITPR2
ENSG00000123119	NECAB1
ENSG00000123124	WWP1
ENSG00000123143	PKN1
ENSG00000123146	ADGRE5
ENSG00000123159	GIPC1
ENSG00000123191	ATP7B
ENSG00000123213	NLN
ENSG00000123240	OPTN
ENSG00000123243	ITIH5
ENSG00000123268	ATF1
ENSG00000123307	NEUROD4
ENSG00000123329	ARHGAP9
ENSG00000123338	NCKAP1L
ENSG00000123342	MMP19
ENSG00000123352	SPATS2
ENSG00000123353	ORMDL2
ENSG00000123358	NR4A1
ENSG00000123360	PDE1B
ENSG00000123364	HOXC13
ENSG00000123374	CDK2
ENSG00000123384	LRP1
ENSG00000123388	HOXC11
ENSG00000123405	NFE2
ENSG00000123407	HOXC12
ENSG00000123411	IKZF4
ENSG00000123416	TUBA1B
ENSG00000123427	METTL21B
ENSG00000123500	COL10A1
ENSG00000123552	USP45
ENSG00000123560	PLP1
ENSG00000123562	MORF4L2
ENSG00000123570	RAB9B
ENSG00000123595	RAB9A
ENSG00000123600	METTL8
ENSG00000123607	TTC21B
ENSG00000123612	ACVR1C
ENSG00000123643	SLC36A1
ENSG00000123700	KCNJ2
ENSG00000123728	RAP2C
ENSG00000123739	PLA2G12A
ENSG00000123815	ADCK4
ENSG00000123836	PFKFB2
ENSG00000123892	RAB38
ENSG00000123901	GPR83
ENSG00000123908	AGO2
ENSG00000123933	MXD4
ENSG00000123965	PMS2P5
ENSG00000123983	ACSL3
ENSG00000123989	CHPF
ENSG00000124003	MOGAT1
ENSG00000124019	FAM124B
ENSG00000124067	SLC12A4
ENSG00000124089	MC3R
ENSG00000124091	GCNT7
ENSG00000124092	CTCFL
ENSG00000124097	HMGB1P1
ENSG00000124104	SNX21
ENSG00000124120	TTPAL
ENSG00000124126	PREX1
ENSG00000124134	KCNS1
ENSG00000124140	SLC12A5
ENSG00000124143	ARHGAP40
ENSG00000124145	SDC4
ENSG00000124151	NCOA3
ENSG00000124159	MATN4
ENSG00000124164	VAPB
ENSG00000124171	PARD6B
ENSG00000124177	CHD6
ENSG00000124181	PLCG1
ENSG00000124191	TOX2
ENSG00000124193	SRSF6
ENSG00000124194	GDAP1L1
ENSG00000124198	ARFGEF2
ENSG00000124209	RAB22A
ENSG00000124212	PTGIS
ENSG00000124214	STAU1
ENSG00000124215	CDH26
ENSG00000124216	SNAI1
ENSG00000124225	PMEPA1
ENSG00000124226	RNF114
ENSG00000124249	KCNK15
ENSG00000124253	PCK1
ENSG00000124302	CHST8
ENSG00000124313	IQSEC2
ENSG00000124356	STAMBP
ENSG00000124374	PAIP2B
ENSG00000124406	ATP8A1
ENSG00000124422	USP22
ENSG00000124440	HIF3A
ENSG00000124459	ZNF45
ENSG00000124486	USP9X
ENSG00000124490	CRISP2
ENSG00000124491	F13A1
ENSG00000124493	GRM4
ENSG00000124496	TRERF1
ENSG00000124507	PACSIN1
ENSG00000124570	SERPINB6
ENSG00000124614	RPS10
ENSG00000124678	TCP11
ENSG00000124721	DNAH8
ENSG00000124749	COL21A1
ENSG00000124772	CPNE5
ENSG00000124780	KCNK17
ENSG00000124813	RUNX2
ENSG00000124818	OPN5
ENSG00000124827	GCM2
ENSG00000125084	WNT1
ENSG00000125089	SH3TC1
ENSG00000125170	DOK4
ENSG00000125207	PIWIL1
ENSG00000125249	RAP2A
ENSG00000125255	SLC10A2
ENSG00000125266	EFNB2
ENSG00000125285	SOX21
ENSG00000125347	IRF1
ENSG00000125351	UPF3B
ENSG00000125354	SEPT6
ENSG00000125355	TMEM255A
ENSG00000125378	BMP4
ENSG00000125384	PTGER2
ENSG00000125388	GRK4
ENSG00000125398	SOX9
ENSG00000125409	TEKT3
ENSG00000125414	MYH2
ENSG00000125430	HS3ST3B1
ENSG00000125434	SLC25A35
ENSG00000125447	GGA3
ENSG00000125492	BARHL1
ENSG00000125503	PPP1R12C
ENSG00000125510	OPRL1
ENSG00000125522	NPBWR2
ENSG00000125533	BHLHE23
ENSG00000125618	PAX8
ENSG00000125637	PSD4
ENSG00000125648	SLC25A23
ENSG00000125675	GRIA3
ENSG00000125695	RP11-51F16.8
ENSG00000125703	ATG4C
ENSG00000125730	C3
ENSG00000125731	SH2D3A
ENSG00000125733	TRIP10
ENSG00000125734	GPR108
ENSG00000125740	FOSB
ENSG00000125746	EML2
ENSG00000125753	VASP
ENSG00000125775	SDCBP2
ENSG00000125779	PANK2
ENSG00000125780	TGM3
ENSG00000125798	FOXA2
ENSG00000125813	PAX1
ENSG00000125816	NKX2-4
ENSG00000125820	NKX2-2
ENSG00000125827	TMX4
ENSG00000125834	STK35
ENSG00000125844	RRBP1
ENSG00000125845	BMP2
ENSG00000125846	ZNF133
ENSG00000125848	FLRT3
ENSG00000125850	OVOL2
ENSG00000125868	DSTN
ENSG00000125870	SNRPB2
ENSG00000125878	TCF15
ENSG00000125895	TMEM74B
ENSG00000125910	S1PR4
ENSG00000125944	HNRNPR
ENSG00000125965	GDF5
ENSG00000125966	MMP24
ENSG00000125967	NECAB3
ENSG00000125968	ID1
ENSG00000125970	RALY
ENSG00000125971	DYNLRB1
ENSG00000126001	CEP250
ENSG00000126003	PLAGL2
ENSG00000126010	GRPR
ENSG00000126012	KDM5C
ENSG00000126016	AMOT
ENSG00000126070	AGO3
ENSG00000126091	ST3GAL3
ENSG00000126214	KLC1
ENSG00000126217	MCF2L
ENSG00000126218	F10
ENSG00000126243	LRFN3
ENSG00000126259	KIRREL2
ENSG00000126267	COX6B1
ENSG00000126351	THRA
ENSG00000126353	CCR7
ENSG00000126368	NR1D1
ENSG00000126456	IRF3
ENSG00000126457	PRMT1
ENSG00000126458	RRAS
ENSG00000126460	PRRG2
ENSG00000126500	FLRT1
ENSG00000126561	STAT5A
ENSG00000126583	PRKCG
ENSG00000126733	DACH2
ENSG00000126746	ZNF384
ENSG00000126767	ELK1
ENSG00000126777	KTN1
ENSG00000126778	SIX1
ENSG00000126785	RHOJ
ENSG00000126803	HSPA2
ENSG00000126822	PLEKHG3
ENSG00000126838	PZP
ENSG00000126858	RHOT1
ENSG00000126878	AIF1L
ENSG00000126882	FAM78A
ENSG00000126895	AVPR2
ENSG00000126903	SLC10A3
ENSG00000126934	MAP2K2
ENSG00000126945	HNRNPH2
ENSG00000127022	CANX
ENSG00000127083	OMD
ENSG00000127084	FGD3
ENSG00000127124	HIVEP3
ENSG00000127152	BCL11B
ENSG00000127191	TRAF2
ENSG00000127241	MASP1
ENSG00000127249	ATP13A4
ENSG00000127314	RAP1B
ENSG00000127325	BEST3
ENSG00000127328	RAB3IP
ENSG00000127329	PTPRB
ENSG00000127334	DYRK2
ENSG00000127377	CRYGN
ENSG00000127412	TRPV5
ENSG00000127507	ADGRE2
ENSG00000127511	SIN3B
ENSG00000127527	EPS15L1
ENSG00000127561	SYNGR3
ENSG00000127578	WFIKKN1
ENSG00000127603	MACF1
ENSG00000127616	SMARCA4
ENSG00000127663	KDM4B
ENSG00000127824	TUBA4A
ENSG00000127831	VIL1
ENSG00000127863	TNFRSF19
ENSG00000127870	RNF6
ENSG00000127946	HIP1
ENSG00000127947	PTPN12
ENSG00000127955	GNAI1
ENSG00000127990	SGCE
ENSG00000128000	ZNF780B
ENSG00000128011	LRFN1
ENSG00000128045	RASL11B
ENSG00000128052	KDR
ENSG00000128203	ASPHD2
ENSG00000128228	SDF2L1
ENSG00000128242	GAL3ST1
ENSG00000128245	YWHAH
ENSG00000128271	ADORA2A
ENSG00000128285	MCHR1
ENSG00000128294	TPST2
ENSG00000128298	BAIAP2L2
ENSG00000128310	GALR3
ENSG00000128340	RAC2
ENSG00000128487	SPECC1
ENSG00000128510	CPA4
ENSG00000128512	DOCK4
ENSG00000128573	FOXP2
ENSG00000128578	STRIP2
ENSG00000128591	FLNC
ENSG00000128594	LRRC4
ENSG00000128595	CALU
ENSG00000128604	IRF5
ENSG00000128610	FEZF1
ENSG00000128617	OPN1SW
ENSG00000128641	MYO1B
ENSG00000128645	HOXD1
ENSG00000128652	HOXD3
ENSG00000128655	PDE11A
ENSG00000128656	CHN1
ENSG00000128683	GAD1
ENSG00000128699	ORMDL1
ENSG00000128709	HOXD9
ENSG00000128710	HOXD10
ENSG00000128713	HOXD11
ENSG00000128714	HOXD13
ENSG00000128805	ARHGAP22
ENSG00000128815	WDFY4
ENSG00000128833	MYO5C
ENSG00000128849	CGNL1
ENSG00000128872	TMOD2
ENSG00000128917	DLL4
ENSG00000128918	ALDH1A2
ENSG00000128923	FAM63B
ENSG00000128965	CHAC1
ENSG00000128989	ARPP19
ENSG00000129003	VPS13C
ENSG00000129038	LOXL1
ENSG00000129048	ACKR4
ENSG00000129116	PALLD
ENSG00000129152	MYOD1
ENSG00000129159	KCNC1
ENSG00000129167	TPH1
ENSG00000129170	CSRP3
ENSG00000129173	E2F8
ENSG00000129204	USP6
ENSG00000129219	PLD2
ENSG00000129221	AIPL1
ENSG00000129244	ATP1B2
ENSG00000129245	FXR2
ENSG00000129250	KIF1C
ENSG00000129292	PHF20L1
ENSG00000129315	CCNT1
ENSG00000129351	ILF3
ENSG00000129353	SLC44A2
ENSG00000129354	AP1M2
ENSG00000129355	CDKN2D
ENSG00000129422	MTUS1
ENSG00000129465	RIPK3
ENSG00000129467	ADCY4
ENSG00000129473	BCL2L2
ENSG00000129474	AJUBA
ENSG00000129493	HEATR5A
ENSG00000129514	FOXA1
ENSG00000129515	SNX6
ENSG00000129521	EGLN3
ENSG00000129535	NRL
ENSG00000129657	SEC14L1
ENSG00000129667	RHBDF2
ENSG00000129675	ARHGEF6
ENSG00000129682	FGF13
ENSG00000129749	CHRNA10
ENSG00000129824	RPS4Y1
ENSG00000129910	CDH15
ENSG00000129911	KLF16
ENSG00000129946	SHC2
ENSG00000129951	PLPPR3
ENSG00000129968	ABHD17A
ENSG00000129988	LBP
ENSG00000129990	SYT5
ENSG00000129991	TNNI3
ENSG00000129993	CBFA2T3
ENSG00000130037	KCNA5
ENSG00000130045	NXNL2
ENSG00000130052	STARD8
ENSG00000130054	FAM155B
ENSG00000130055	GDPD2
ENSG00000130147	SH3BP4
ENSG00000130158	DOCK6
ENSG00000130164	LDLR
ENSG00000130176	CNN1
ENSG00000130201	EXOC3L2
ENSG00000130202	NECTIN2
ENSG00000130204	TOMM40
ENSG00000130222	GADD45G
ENSG00000130224	LRCH2
ENSG00000130226	DPP6
ENSG00000130227	XPO7
ENSG00000130234	ACE2
ENSG00000130244	FAM98C
ENSG00000130254	SAFB2
ENSG00000130255	RPL36
ENSG00000130270	ATP8B3
ENSG00000130294	KIF1A
ENSG00000130304	SLC27A1
ENSG00000130309	COLGALT1
ENSG00000130340	SNX9
ENSG00000130377	ACSBG2
ENSG00000130382	MLLT1
ENSG00000130383	FUT5
ENSG00000130402	ACTN4
ENSG00000130449	ZSWIM6
ENSG00000130475	FCHO1
ENSG00000130477	UNC13A
ENSG00000130489	SCO2
ENSG00000130511	SSBP4
ENSG00000130517	PGPEP1
ENSG00000130522	JUND
ENSG00000130529	TRPM4
ENSG00000130540	SULT4A1
ENSG00000130558	OLFM1
ENSG00000130559	CAMSAP1
ENSG00000130561	SAG
ENSG00000130584	ZBTB46
ENSG00000130589	HELZ2
ENSG00000130590	SAMD10
ENSG00000130595	TNNT3
ENSG00000130598	TNNI2
ENSG00000130649	CYP2E1
ENSG00000130653	PNPLA7
ENSG00000130656	HBZ
ENSG00000130669	PAK4
ENSG00000130684	ZNF337
ENSG00000130695	CEP85
ENSG00000130699	TAF4
ENSG00000130700	GATA5
ENSG00000130702	LAMA5
ENSG00000130703	OSBPL2
ENSG00000130717	UCK1
ENSG00000130720	FIBCD1
ENSG00000130723	PRRC2B
ENSG00000130726	TRIM28
ENSG00000130733	YIPF2
ENSG00000130734	ATG4D
ENSG00000130749	ZC3H4
ENSG00000130751	NPAS1
ENSG00000130755	GMFG
ENSG00000130758	MAP3K10
ENSG00000130762	ARHGEF16
ENSG00000130766	SESN2
ENSG00000130768	SMPDL3B
ENSG00000130779	CLIP1
ENSG00000130787	HIP1R
ENSG00000130812	ANGPTL6
ENSG00000130822	PNCK
ENSG00000130827	PLXNA3
ENSG00000130829	DUSP9
ENSG00000130876	SLC7A10
ENSG00000130881	LRP3
ENSG00000130956	HABP4
ENSG00000130958	SLC35D2
