,ALDH3A1,AQP1,ATP6V0E1,BCAM,CCL19,CCL26,CCT7,CDC42EP4,CHGB,CYBA,EEF1A2,EZR,FXYD5,GSTO1,HSP90AB1,HSPA5,HSPH1,LAMC2,MT2A,NDUFA4,NSDHL,OAF,PFDN2,PLA2G4A,PPDPF,PSMB3,PYGL,ROMO1,RPL13,RPL35,RPL36AL,SERPINE1,SF3B5,SMS,SPINK6,SQLE,SSR3,TCEAL4,TMED10,TNFRSF12A,class
GSM1607728,0.001402474,0.011659203,-0.048667821,-0.004976752,0.012848215,-0.08233625,-0.003619048,0.020196063,-0.003001701,-0.002550612,-0.039185275,-0.01566876,-0.002672098,0.015711731,0.002924293,0.000182757,-0.007523208,0.000103405,-0.002837759,-0.047324511,-0.061289001,-0.031884742,0.010184311,0.025315692,-0.005554924,-0.018911157,-0.005115199,0.048155431,-0.00096822,0.000450123,-0.020513312,0.000715093,0.014083659,-0.011577031,0.038426552,-0.000151618,-0.011284709,-0.041877872,0.006692681,-0.016393996,1
GSM1607729,0.001116793,0.011207957,-0.049431041,-0.0049784,0.013353802,-0.079744696,-0.003463805,0.021227513,-0.003896944,-0.002680388,-0.045552021,-0.015719196,-0.002930663,0.016684734,0.003017495,0.00019785,-0.008054897,0.000134741,-0.003336217,-0.046404026,-0.055420741,-0.031504784,0.010079329,0.023265896,-0.005404901,-0.019477525,-0.006049533,0.048120517,-0.000976387,0.00045144,-0.02037612,0.000856511,0.013333343,-0.011828761,0.051358375,-0.000154165,-0.011960192,-0.042347671,0.007057694,-0.020209433,1
GSM1607730,0.001314675,0.010939676,-0.049563808,-0.005006368,0.014061037,-0.085022778,-0.003743045,0.02402486,-0.00319517,-0.002630771,-0.039084115,-0.015549585,-0.002637394,0.016336808,0.003137271,0.00020419,-0.008390033,0.000140915,-0.003243274,-0.047552953,-0.058929609,-0.029709712,0.010403672,0.022106546,-0.00547413,-0.019105939,-0.005323441,0.047891134,-0.000959724,0.000451361,-0.020238859,0.000872344,0.013683231,-0.011259887,0.034104317,-0.000151309,-0.011926043,-0.042821208,0.006936567,-0.018563061,1
GSM1607731,0.001290061,0.011478658,-0.051683073,-0.005124311,0.011434167,-0.078517821,-0.003673689,0.019435916,-0.003050089,-0.002553466,-0.047759078,-0.015751512,-0.002947325,0.015869828,0.002966946,0.000184233,-0.007878938,0.000112243,-0.002899665,-0.046732409,-0.061486537,-0.029215957,0.010083252,0.026770766,-0.00617401,-0.018335997,-0.00604658,0.047298659,-0.00099368,0.000441175,-0.020983588,0.000765987,0.013419772,-0.011663953,0.034702206,-0.000177221,-0.011353863,-0.038092314,0.007213794,-0.018468417,1
GSM1607732,0.001106675,0.011581372,-0.049303151,-0.005245902,0.011556113,-0.081125247,-0.00396299,0.021445616,-0.002978727,-0.002681092,-0.045702737,-0.016314549,-0.00289401,0.016489184,0.002948947,0.00018853,-0.008653751,0.000147437,-0.003505725,-0.047173106,-0.06017539,-0.032232857,0.010410777,0.021895825,-0.005590944,-0.018769412,-0.006225444,0.046167634,-0.000984719,0.000453701,-0.020830617,0.000992841,0.013798523,-0.012865631,0.040987435,-0.000172661,-0.011183562,-0.042954133,0.007085333,-0.020328749,1
GSM1607733,0.001190849,0.010847,-0.048155933,-0.004971935,0.016825824,-0.077377631,-0.003510673,0.022814289,-0.003111872,-0.003128928,-0.039985328,-0.016386168,-0.002807076,0.015940533,0.003070863,0.000200135,-0.007778127,0.00012635,-0.003475591,-0.04664909,-0.0583949,-0.031836263,0.010429161,0.023772688,-0.005517048,-0.019456403,-0.005399964,0.051498346,-0.000969955,0.000456134,-0.020282558,0.000787546,0.014026636,-0.012172933,0.046226554,-0.000141119,-0.011693755,-0.040386665,0.00626105,-0.019150833,1
GSM1607735,0.001209651,0.010843405,-0.048254459,-0.005119722,0.011696234,-0.083012274,-0.003693407,0.021475823,-0.003351568,-0.002533641,-0.046324671,-0.015743802,-0.002664852,0.01497081,0.003025258,0.000189664,-0.0077096,0.000124658,-0.002830506,-0.04782429,-0.060822236,-0.029562876,0.010264961,0.021391399,-0.005775992,-0.018378659,-0.004886182,0.048191588,-0.000950608,0.000441579,-0.019037877,0.000851404,0.013278711,-0.011762293,0.034469553,-0.00015727,-0.010840852,-0.040670731,0.006568817,-0.017492291,1
GSM1607736,0.00135963,0.011094921,-0.052871229,-0.00498473,0.017288195,-0.077842879,-0.003565854,0.021264487,-0.003068972,-0.002731652,-0.041789782,-0.016095769,-0.002671733,0.016027858,0.003066624,0.000185381,-0.007958201,9.86E-05,-0.002970301,-0.047814967,-0.056809352,-0.02967717,0.010251698,0.022280835,-0.005694081,-0.018777807,-0.00590713,0.045953107,-0.000960805,0.000431909,-0.021198847,0.000765995,0.012916179,-0.011346593,0.034444051,-0.000158245,-0.011166619,-0.04276549,0.006676799,-0.015899562,1
GSM1607737,0.001122388,0.01067926,-0.048789419,-0.005339591,0.013028416,-0.079054613,-0.003896038,0.021659669,-0.003114258,-0.002716778,-0.042651187,-0.01567454,-0.002745893,0.015639514,0.003292279,0.000202329,-0.007917833,0.000120427,-0.003266389,-0.049392213,-0.055663885,-0.029340845,0.010530036,0.022636079,-0.005618437,-0.018637114,-0.005094686,0.048537398,-0.000949628,0.000447435,-0.019805856,0.000774281,0.014060424,-0.011977352,0.038034932,-0.000153464,-0.011719837,-0.039826404,0.006845347,-0.017604777,1
GSM1607738,0.00128439,0.010858382,-0.05035903,-0.005124733,0.017274776,-0.079190711,-0.003588238,0.023274333,-0.003128412,-0.002886274,-0.038638944,-0.016675209,-0.003208542,0.015695045,0.003163701,0.0001954,-0.0076991,0.000128233,-0.003270121,-0.045356358,-0.057706152,-0.030740062,0.010546719,0.021885046,-0.005462261,-0.018951038,-0.005511116,0.048334843,-0.000956699,0.00044938,-0.020307904,0.000835142,0.013673835,-0.011885369,0.042253197,-0.000149349,-0.011025415,-0.040366138,0.006095937,-0.019680565,1
GSM1607739,0.001196416,0.010701476,-0.05173091,-0.005045755,0.016727943,-0.080397014,-0.003682336,0.021677032,-0.003175836,-0.003014711,-0.037723129,-0.015692453,-0.002914259,0.016296052,0.003196967,0.000184775,-0.007858369,0.000138514,-0.003419347,-0.048435237,-0.057040556,-0.030564891,0.010293857,0.02261728,-0.005516811,-0.020726187,-0.00568917,0.047332964,-0.000965764,0.00044399,-0.020540161,0.000940064,0.013842514,-0.012274452,0.035370877,-0.000157269,-0.011364673,-0.040367136,0.007171228,-0.019077609,1
GSM1607740,0.001030791,0.011112412,-0.05082571,-0.004957077,0.012622039,-0.079909142,-0.00374225,0.022045901,-0.003387718,-0.002713074,-0.057647518,-0.016340493,-0.00304424,0.017711294,0.003015578,0.000201788,-0.007272529,0.000141719,-0.003613581,-0.049072116,-0.05895559,-0.032558795,0.010603073,0.022930429,-0.005265995,-0.019280798,-0.005941472,0.050143704,-0.000974126,0.000456821,-0.020485476,0.000914661,0.01457313,-0.011633941,0.050684716,-0.000161967,-0.011647662,-0.042075794,0.006283466,-0.021740848,1
GSM1607743,0.001241333,0.010925587,-0.046724645,-0.00552895,0.013368623,-0.082767269,-0.003685312,0.02512621,-0.003231335,-0.002631512,-0.040831364,-0.01675491,-0.002866827,0.015716516,0.003185646,0.000195549,-0.007319258,0.000150561,-0.003156983,-0.047531739,-0.056398303,-0.031563701,0.010316043,0.023119916,-0.005347663,-0.019340207,-0.00523055,0.048641787,-0.000975383,0.000442672,-0.020634868,0.000793318,0.014274374,-0.011876874,0.037923473,-0.00014263,-0.011399519,-0.04169402,0.006681305,-0.018796284,1
GSM1607744,0.001104062,0.01120931,-0.049196654,-0.005026392,0.014328624,-0.080404637,-0.003657988,0.021929013,-0.003064921,-0.002704984,-0.044430458,-0.016645986,-0.00274956,0.015575021,0.003046978,0.000211363,-0.00824352,0.000137563,-0.002991586,-0.046614921,-0.061657428,-0.028624833,0.01043682,0.022243546,-0.005519734,-0.019502199,-0.005540009,0.047986277,-0.000964257,0.000447599,-0.02042973,0.000772048,0.013960792,-0.011952224,0.051276374,-0.000160076,-0.011190231,-0.039854153,0.00671264,-0.017321773,1
GSM1607745,0.000921019,0.010423728,-0.050671648,-0.005115207,0.014212957,-0.078704776,-0.003644689,0.022000492,-0.003013163,-0.002985448,-0.054191726,-0.015721706,-0.00280258,0.015224812,0.002971112,0.000181707,-0.007028008,0.000115879,-0.003391499,-0.049592621,-0.056562924,-0.029535839,0.010665565,0.023379691,-0.006095122,-0.01904569,-0.00586279,0.046146337,-0.00095777,0.000449619,-0.019305981,0.000747546,0.014129185,-0.012039938,0.038353911,-0.000173679,-0.01208303,-0.037697716,0.006818382,-0.019265023,1
GSM1607746,0.001362094,0.010820653,-0.049572059,-0.005161807,0.013540374,-0.079357352,-0.003522072,0.02329037,-0.003029329,-0.003057281,-0.054874015,-0.015520766,-0.002616164,0.015000479,0.003180568,0.000201386,-0.007681591,0.000136669,-0.003685934,-0.046953589,-0.057780099,-0.036069975,0.01011098,0.022722344,-0.005874356,-0.019339215,-0.00562265,0.04903398,-0.000997732,0.000451683,-0.0198056,0.000909457,0.013464648,-0.012457823,0.036724483,-0.000146932,-0.011120463,-0.042956838,0.006451586,-0.020383981,1
GSM1607747,0.001126893,0.011585388,-0.049438512,-0.004979209,0.011568727,-0.078362584,-0.00398357,0.020706038,-0.003059685,-0.002425834,-0.038522322,-0.016093826,-0.002863505,0.016168976,0.002975448,0.000202418,-0.008023378,0.000108474,-0.0032122,-0.046612294,-0.058216341,-0.029763298,0.010516763,0.025920188,-0.005764339,-0.017718961,-0.006074451,0.046955919,-0.000960337,0.000446309,-0.020738177,0.000897931,0.013554949,-0.012191622,0.037353288,-0.000180314,-0.01132317,-0.040109142,0.006762086,-0.017622611,1
GSM1607748,0.001373828,0.010847227,-0.049888087,-0.005190946,0.018482482,-0.080422655,-0.003800011,0.02212819,-0.003126785,-0.00303939,-0.043238568,-0.015724887,-0.002723202,0.017620006,0.003166729,0.000206557,-0.007475746,0.000123796,-0.002881197,-0.048774353,-0.055568081,-0.031391833,0.010095034,0.022393867,-0.005298867,-0.019132328,-0.004731021,0.048704351,-0.000972078,0.000450907,-0.020947143,0.000811455,0.014112088,-0.013134853,0.033776428,-0.000146469,-0.011925455,-0.042521139,0.006864056,-0.017141799,1
GSM1607749,0.000974822,0.011054324,-0.051311258,-0.005030058,0.014544464,-0.083550143,-0.003607783,0.021741887,-0.00318349,-0.002758829,-0.046073587,-0.016118235,-0.002981928,0.016473635,0.003244456,0.000202892,-0.008303628,0.000135133,-0.003471536,-0.046453401,-0.056048654,-0.032685142,0.010455685,0.021233138,-0.005401693,-0.018492927,-0.005775429,0.04789135,-0.000975153,0.000440488,-0.020002306,0.001028516,0.01381686,-0.011921945,0.034400995,-0.000159326,-0.011242714,-0.040816882,0.006930618,-0.020507102,1
GSM1607750,0.001121733,0.011049095,-0.049478189,-0.004986345,0.011806057,-0.081331912,-0.003837993,0.023393281,-0.002918718,-0.002727059,-0.035460027,-0.014993836,-0.002859875,0.016477111,0.003201155,0.000188229,-0.00810823,0.000126367,-0.003808061,-0.049214008,-0.055052008,-0.029774692,0.010188371,0.022809253,-0.005279282,-0.01920885,-0.005710278,0.047301847,-0.000998246,0.000446736,-0.020944938,0.001024038,0.013330854,-0.011991978,0.039514503,-0.000149981,-0.011355103,-0.041574963,0.006941966,-0.019496659,1
GSM1607751,0.001122912,0.010802459,-0.050815151,-0.005100578,0.011374487,-0.078145251,-0.003620075,0.020769334,-0.003255154,-0.002600919,-0.039640063,-0.016153672,-0.002868275,0.016707814,0.00292302,0.000195199,-0.007969395,0.000113613,-0.003280278,-0.04616399,-0.056633158,-0.030520895,0.010454291,0.021701798,-0.005135638,-0.018789263,-0.005689027,0.046142195,-0.00096828,0.000459294,-0.020056232,0.000833386,0.013092645,-0.011401379,0.04231766,-0.000151693,-0.010913398,-0.040609611,0.006271206,-0.01851319,1
GSM1607752,0.001163891,0.011033107,-0.053047895,-0.005035346,0.014683639,-0.07875776,-0.003610838,0.023244928,-0.00298684,-0.002890933,-0.037198451,-0.015606651,-0.002903075,0.016761335,0.003117827,0.000180741,-0.007582919,0.000122162,-0.003228912,-0.049489471,-0.057687058,-0.030718417,0.010800987,0.021756557,-0.005394356,-0.019955804,-0.005469496,0.050632673,-0.000981804,0.000450501,-0.020245693,0.00076703,0.014867781,-0.011056806,0.034218107,-0.000160118,-0.011242351,-0.040988323,0.006066832,-0.019410645,1
GSM1607753,0.000804683,0.010589107,-0.052692056,-0.004940269,0.012549067,-0.080608527,-0.003538969,0.021908247,-0.003907419,-0.002846168,-0.047105407,-0.015487099,-0.00315444,0.017490792,0.002907551,0.000215253,-0.007524788,0.000135706,-0.003724355,-0.046730914,-0.054019822,-0.03445269,0.010396348,0.021647449,-0.005542778,-0.018218817,-0.005903041,0.047260045,-0.000957749,0.000442912,-0.020508958,0.001070304,0.013341292,-0.011888031,0.03778861,-0.000165852,-0.011934776,-0.040697912,0.006946442,-0.02020027,1
GSM1607754,0.001369819,0.011221835,-0.047790307,-0.005111616,0.013760336,-0.078249208,-0.003714993,0.022321051,-0.002905423,-0.002552161,-0.037671297,-0.016126895,-0.002609296,0.016003548,0.003185028,0.000197075,-0.008370204,0.000111225,-0.003054375,-0.047895521,-0.061210869,-0.028968532,0.01035554,0.024091697,-0.005594315,-0.019870746,-0.005457517,0.047620446,-0.00098005,0.000442325,-0.020659064,0.000759542,0.013714445,-0.011313359,0.03467981,-0.000153906,-0.01152133,-0.040025688,0.006806099,-0.017814147,1
GSM1607755,0.000873283,0.011373802,-0.049044419,-0.004961031,0.011584285,-0.078091175,-0.004035074,0.020513904,-0.003453933,-0.0026168,-0.048102162,-0.016787018,-0.002466146,0.015738733,0.003212297,0.000193412,-0.007944721,0.000118266,-0.002814176,-0.048263303,-0.056858487,-0.02918345,0.011057777,0.024417528,-0.00549533,-0.019023017,-0.005323719,0.049543865,-0.000957807,0.000451148,-0.020543824,0.000871831,0.015101813,-0.011997824,0.034030339,-0.000149443,-0.011485017,-0.041849643,0.007277139,-0.018615006,1
GSM1607756,0.001312357,0.011720796,-0.050536341,-0.004983958,0.01538693,-0.080602545,-0.003638724,0.021688202,-0.002951611,-0.00292431,-0.046973768,-0.015835304,-0.002920759,0.016245806,0.002893189,0.00018973,-0.007524731,0.000124269,-0.003489121,-0.047894703,-0.058350491,-0.032982781,0.010329372,0.023447182,-0.005551152,-0.01856268,-0.005609799,0.048452263,-0.000965506,0.00045556,-0.02066593,0.000973698,0.013679768,-0.011663573,0.041299374,-0.000161292,-0.011303306,-0.042060405,0.006547798,-0.018098994,1
GSM1607757,0.001065776,0.010627328,-0.051691562,-0.005032159,0.011776302,-0.079304404,-0.003527192,0.022146355,-0.003190416,-0.002562684,-0.040781881,-0.016263702,-0.002855537,0.017004554,0.003065445,0.000185246,-0.008047686,0.000135548,-0.003636568,-0.046270611,-0.058041696,-0.032427568,0.010354736,0.022386491,-0.00563766,-0.018661926,-0.005651847,0.047912241,-0.000954923,0.000446522,-0.020178553,0.000881465,0.013664337,-0.011789766,0.052334851,-0.000153025,-0.011161512,-0.042009505,0.006606419,-0.019794975,1
GSM1607758,0.00134987,0.010714864,-0.050099307,-0.005106976,0.01798086,-0.082132744,-0.003605081,0.021786862,-0.003189332,-0.003022173,-0.037374093,-0.01582957,-0.003008894,0.015493109,0.00298467,0.000182407,-0.007150853,0.000113958,-0.002774372,-0.046790735,-0.055490057,-0.030205294,0.010384089,0.02204881,-0.005116502,-0.01864326,-0.004703083,0.048508109,-0.000965071,0.000458387,-0.020205805,0.000719795,0.014094361,-0.011676979,0.033440043,-0.000131031,-0.010906288,-0.042193198,0.006220681,-0.01484917,1
GSM1607759,0.001210406,0.010978273,-0.049469129,-0.005186585,0.014297781,-0.079287546,-0.003712642,0.022460631,-0.002966195,-0.00260976,-0.03992673,-0.016573242,-0.002935499,0.016094782,0.003077466,0.000200246,-0.007797226,0.000151558,-0.003674299,-0.047114636,-0.058229329,-0.029195679,0.010584267,0.021457863,-0.005421057,-0.019207873,-0.006100637,0.047566009,-0.000952174,0.000458034,-0.020833327,0.001051075,0.01455595,-0.012534718,0.044622555,-0.000164673,-0.011784076,-0.039058777,0.007098607,-0.019581686,1
GSM1607760,0.00144555,0.010886037,-0.050628035,-0.005360181,0.011667332,-0.084214997,-0.00399958,0.023939384,-0.003003528,-0.002635406,-0.05031982,-0.015526763,-0.003075036,0.016109443,0.003111983,0.000190182,-0.007606308,0.000133348,-0.00282802,-0.049976438,-0.055288672,-0.030788136,0.010282659,0.025893495,-0.005244118,-0.019091296,-0.005345301,0.04472839,-0.000966094,0.000445847,-0.019592746,0.000798739,0.013483415,-0.012560189,0.03390626,-0.00015526,-0.011152095,-0.040919951,0.007114276,-0.017488429,1
GSM1607761,0.00099442,0.011000159,-0.047329598,-0.005084773,0.012165212,-0.085580861,-0.003731188,0.020336528,-0.003204039,-0.002689525,-0.061054184,-0.015405107,-0.002684364,0.015800357,0.003136568,0.000210779,-0.008075676,0.000104669,-0.002993657,-0.04823681,-0.054842012,-0.031241503,0.010228982,0.022832845,-0.005473447,-0.018268108,-0.005233821,0.046797564,-0.000970385,0.000459541,-0.019281275,0.000775402,0.013829935,-0.013307049,0.034117187,-0.000149402,-0.011212809,-0.043928845,0.006973181,-0.01709718,1
GSM1607762,0.001256938,0.010980656,-0.049236689,-0.005093072,0.017950531,-0.080704206,-0.003820575,0.023529114,-0.002913729,-0.002828898,-0.039079464,-0.016012779,-0.002979396,0.0160147,0.003095688,0.000197822,-0.007893566,0.000143271,-0.003282807,-0.045637283,-0.060649417,-0.031573472,0.010333608,0.021918832,-0.005252034,-0.018732775,-0.005724812,0.04653847,-0.000989907,0.000457046,-0.020383148,0.000931431,0.01377662,-0.011786294,0.039544018,-0.000160321,-0.011572372,-0.038198033,0.006385549,-0.019840861,1
GSM1607763,0.001129627,0.010728012,-0.048651146,-0.005094333,0.011777123,-0.07827865,-0.003855478,0.021738919,-0.003385156,-0.002501579,-0.04152751,-0.016167181,-0.002785173,0.015948722,0.003208442,0.000199905,-0.008226698,0.000154678,-0.003624929,-0.047645628,-0.059012635,-0.028119854,0.010321829,0.021117243,-0.005324148,-0.019901114,-0.006479711,0.049910127,-0.000955545,0.000445826,-0.02126998,0.000946318,0.01379835,-0.012640801,0.041141134,-0.000155287,-0.011504687,-0.042935104,0.006867931,-0.020028424,1
GSM1607764,0.000998446,0.010857229,-0.051070861,-0.004990029,0.011955705,-0.0833909,-0.003856134,0.02434267,-0.003497857,-0.002965875,-0.050303641,-0.01676343,-0.002973797,0.01497562,0.00323762,0.000178371,-0.008150299,0.000152132,-0.003477187,-0.046687416,-0.061680856,-0.029799262,0.010738706,0.021381898,-0.005619294,-0.020048883,-0.005619801,0.050075387,-0.001002323,0.000444528,-0.019676596,0.000869619,0.01502969,-0.012537611,0.04022027,-0.000151314,-0.011244366,-0.04145908,0.00608928,-0.021195114,1
GSM1607765,0.00129587,0.010449745,-0.050895957,-0.005010433,0.014080826,-0.080398401,-0.003703798,0.024048281,-0.003018953,-0.002905047,-0.04357417,-0.015884325,-0.002699568,0.015316281,0.002867114,0.000187415,-0.007434192,0.00011401,-0.003160116,-0.04637612,-0.05748827,-0.028480796,0.01017819,0.022312841,-0.005366953,-0.019394363,-0.004528996,0.049178652,-0.000948882,0.000458523,-0.019914101,0.000695953,0.013336074,-0.011906148,0.034136472,-0.000145353,-0.010915476,-0.036446768,0.006206507,-0.017640889,1
GSM1607768,0.001327352,0.010787053,-0.047816113,-0.005096847,0.015075406,-0.084502352,-0.003237612,0.021433411,-0.003555933,-0.003078728,-0.048379806,-0.016575696,-0.003031428,0.015238935,0.002906082,0.000197179,-0.007575881,0.000112914,-0.003104152,-0.047286932,-0.059400238,-0.03229846,0.010548489,0.022068443,-0.005427536,-0.019672722,-0.00500496,0.050674953,-0.000965343,0.000455036,-0.019092279,0.000736272,0.014255939,-0.011644052,0.034478098,-0.000140807,-0.011342137,-0.040425536,0.005891484,-0.017794502,1
GSM1607769,0.001100371,0.010799202,-0.050198905,-0.005016642,0.011776304,-0.079440247,-0.003767759,0.02314004,-0.003053412,-0.002431548,-0.044800904,-0.015642985,-0.002883992,0.015538169,0.003104323,0.000203779,-0.007736444,0.000142773,-0.00385307,-0.047303864,-0.059722792,-0.030832694,0.010422856,0.023386974,-0.005406015,-0.019361996,-0.006001999,0.049498685,-0.000953416,0.000454868,-0.020685222,0.000974402,0.014102356,-0.011861717,0.043989983,-0.000165674,-0.011688008,-0.041763113,0.00681615,-0.018262255,1
GSM1607770,0.001133276,0.011177593,-0.049646883,-0.004983029,0.013121428,-0.089604911,-0.003670934,0.021017498,-0.003047211,-0.002701174,-0.048418619,-0.016246199,-0.003169786,0.015921394,0.003161853,0.000196461,-0.007163051,0.000145012,-0.003650214,-0.047231496,-0.059565661,-0.029211187,0.010178978,0.0216969,-0.005245631,-0.018932961,-0.005599122,0.0488131,-0.000947545,0.000454955,-0.020500139,0.000967921,0.01405273,-0.012740243,0.034956242,-0.000149916,-0.011062161,-0.040881133,0.006492333,-0.020306534,1
GSM1607771,0.00121389,0.010753483,-0.048938779,-0.004980623,0.017317574,-0.079415805,-0.003721515,0.02160982,-0.003066591,-0.002973726,-0.037793922,-0.016301951,-0.002835032,0.015618276,0.002986493,0.000185676,-0.007717393,0.000108466,-0.002841361,-0.047194424,-0.05730663,-0.028469084,0.010353236,0.024451218,-0.005237259,-0.019746897,-0.004896152,0.048338944,-0.000994191,0.000456405,-0.020359146,0.00071658,0.014228415,-0.011568631,0.034819024,-0.000149911,-0.011879108,-0.039131611,0.006940757,-0.016311313,1
GSM1607772,0.001257278,0.010651404,-0.049859007,-0.005090217,0.015050787,-0.07902666,-0.003617348,0.025905053,-0.003016706,-0.002698134,-0.038180296,-0.016185832,-0.002815191,0.01551736,0.003058303,0.000191772,-0.006968001,0.000123133,-0.003156541,-0.046250474,-0.058187768,-0.0273814,0.010701229,0.021312929,-0.005293194,-0.019624203,-0.004589345,0.047661492,-0.000949938,0.000454,-0.019780826,0.000798663,0.013163535,-0.011964006,0.034135872,-0.000140153,-0.011886148,-0.039265985,0.006165887,-0.016530432,1
GSM1607773,0.000997763,0.010757408,-0.049715821,-0.005566967,0.012157175,-0.078541438,-0.003682064,0.021627288,-0.00303128,-0.002841129,-0.045156427,-0.016697275,-0.003024947,0.016052795,0.003089501,0.000199167,-0.007891654,0.00014509,-0.003520004,-0.045674141,-0.060626601,-0.03418929,0.01043385,0.021415498,-0.006083117,-0.018704407,-0.006109691,0.049408392,-0.000966364,0.000461632,-0.020507767,0.000925844,0.013878306,-0.01207287,0.042014562,-0.000164282,-0.011351384,-0.042525629,0.006483968,-0.020515545,1
GSM1607776,0.000772272,0.010926321,-0.047312527,-0.005270291,0.010954869,-0.080768859,-0.003272181,0.02251163,-0.003638683,-0.002622481,-0.053196775,-0.016117882,-0.00324813,0.015432752,0.002869954,0.000211656,-0.00751277,0.000144741,-0.003841936,-0.048953368,-0.056958746,-0.030145476,0.010793894,0.021417726,-0.005554901,-0.019160704,-0.005185332,0.049300571,-0.000954369,0.000457518,-0.019855995,0.000993968,0.014119471,-0.012272769,0.047901356,-0.000138694,-0.011870325,-0.043109194,0.006251289,-0.021035971,1
GSM1607777,0.001031517,0.010772848,-0.050659232,-0.004946869,0.010641234,-0.079446024,-0.003858543,0.023269614,-0.003017982,-0.002410219,-0.035478659,-0.015417671,-0.003103624,0.01542226,0.003092294,0.000197709,-0.007746976,0.000157209,-0.003782404,-0.049966993,-0.056139097,-0.031698536,0.010361135,0.025096918,-0.005532652,-0.0196445,-0.006050966,0.048099132,-0.000958935,0.000452881,-0.020195032,0.000998028,0.013080383,-0.012531314,0.045895878,-0.000163685,-0.011532381,-0.040037698,0.00671272,-0.020277422,1
GSM1607778,0.001196074,0.010501202,-0.050373691,-0.004993111,0.014950401,-0.079456884,-0.003617499,0.022322898,-0.00301082,-0.00264727,-0.039131944,-0.015936548,-0.002825349,0.01765813,0.003113439,0.000186696,-0.007102235,0.000118797,-0.002790808,-0.046022115,-0.060445316,-0.026228965,0.010424588,0.027442575,-0.005040125,-0.019336089,-0.005577645,0.046250353,-0.000965853,0.000465962,-0.020858427,0.000727751,0.014304327,-0.011077952,0.034945018,-0.000143762,-0.011022813,-0.042335848,0.006019495,-0.015480238,1
GSM1607780,0.001305647,0.010603694,-0.051639595,-0.005230497,0.012477941,-0.088970977,-0.003933626,0.018961325,-0.003535504,-0.002829003,-0.044489946,-0.015191058,-0.002606135,0.017452515,0.003052532,0.000176773,-0.007390937,0.000102906,-0.003042708,-0.048092302,-0.059653241,-0.031561088,0.010745388,0.023547729,-0.005567875,-0.019499456,-0.00556574,0.050843372,-0.000967352,0.000459473,-0.021658115,0.000708189,0.015054354,-0.011868718,0.035902464,-0.000147245,-0.011054002,-0.042303782,0.006204768,-0.016669822,1
GSM1607781,0.001338767,0.010912129,-0.048544059,-0.005247298,0.014362206,-0.083404867,-0.003684186,0.023454378,-0.003216385,-0.002931172,-0.048571141,-0.016262717,-0.002579624,0.015716235,0.003187381,0.000197264,-0.008009425,0.000118329,-0.003164796,-0.048646183,-0.057848309,-0.030962151,0.010281303,0.022724719,-0.005826414,-0.019962591,-0.004954703,0.049981525,-0.000957093,0.000437097,-0.021121217,0.000836861,0.013872964,-0.011892278,0.035246757,-0.000160337,-0.011298471,-0.042371441,0.006848009,-0.019745967,1
GSM1607782,0.001023318,0.011450809,-0.048786472,-0.005253346,0.016365241,-0.077595226,-0.003689943,0.022647114,-0.00298727,-0.002562906,-0.052595849,-0.015796001,-0.00297556,0.015883085,0.003201176,0.000195882,-0.008488395,0.000133709,-0.003417903,-0.04687158,-0.05675155,-0.031402059,0.010408356,0.021938293,-0.006090087,-0.018661893,-0.005953132,0.051874723,-0.000964271,0.000446069,-0.020255207,0.000969939,0.013837562,-0.012743359,0.037500259,-0.000168454,-0.011324958,-0.04099318,0.006892211,-0.020304048,1
GSM1607783,0.001239141,0.011221168,-0.053856723,-0.005036763,0.016301781,-0.079912907,-0.003758007,0.022419034,-0.003013884,-0.003092555,-0.035961716,-0.016288027,-0.002663508,0.015844103,0.003037205,0.000188447,-0.007889052,0.00013808,-0.003182175,-0.048178955,-0.054727509,-0.031415533,0.010060436,0.023848521,-0.005999632,-0.01878138,-0.005768513,0.046860663,-0.000975322,0.000448615,-0.02105217,0.000838914,0.013881904,-0.011832962,0.034462689,-0.000148609,-0.01149347,-0.040180365,0.006900517,-0.018379787,1
GSM1607784,0.001482099,0.01132878,-0.049707018,-0.005223407,0.013070746,-0.083098627,-0.003711409,0.023219494,-0.003000405,-0.002732256,-0.044239779,-0.015953766,-0.002868403,0.016647388,0.003075475,0.000202972,-0.00750788,0.000119799,-0.00294508,-0.04734166,-0.056126743,-0.03128788,0.010203677,0.023551036,-0.005792089,-0.018556205,-0.005688472,0.047500268,-0.000956527,0.000444511,-0.020163412,0.000931648,0.013634192,-0.012712898,0.034624497,-0.000150178,-0.011224564,-0.041822251,0.006987608,-0.017135754,1
GSM1607785,0.001011354,0.010993727,-0.05075738,-0.005324478,0.013621702,-0.077756181,-0.003737265,0.022091584,-0.0040325,-0.002803495,-0.050442288,-0.016649048,-0.002851117,0.016545996,0.003193854,0.000189122,-0.008355698,0.00014935,-0.003731042,-0.045970987,-0.060206154,-0.032942991,0.010443522,0.022921972,-0.005821373,-0.019040355,-0.00628225,0.047533811,-0.001003641,0.00044937,-0.0201514,0.001013314,0.013968373,-0.011746644,0.045542293,-0.000157837,-0.011712871,-0.041160523,0.007069117,-0.020934646,1
