,BCAM,BRMS1,BTG1,CAMK2N1,CDKN2A,COX8A,CTNNAL1,CXCL13,DAD1,EEF1A2,EMD,F3,FAU,GSTP1,HBEGF,HSP90AA1,HSP90AB1,IL1A,MRPL41,MT1X,NQO1,PDAP1,PPP1R14B,PSMB7,PSMC3,RPN2,RSL1D1,SBDS,SERPINE1,SMS,SPINK6,SURF4,TCEAL8,TNFRSF12A,TOMM7,TRIB3,ZMAT2,class
GSM1607735,-0.002341598,0.009197491,0.03988996,-0.052841306,0.043790476,-0.023647646,0.014177086,0.01097497,-0.044645025,-0.031000862,-0.002164795,-0.001973699,-0.003289926,0.001940735,-0.01106637,-8.43E-05,0.003091715,-0.013964502,0.019927227,-0.066839186,-0.004595801,-0.008859404,0.001684292,-0.028538916,-0.019043016,0.00179833,-0.000686785,-0.025519876,0.002496283,-0.005345339,0.026370996,0.001224154,-0.013900707,-0.027119719,-0.004536097,-0.009874531,-0.033795028,1
GSM1607736,-0.002279857,0.008872929,0.037815799,-0.043557522,0.048704352,-0.022475614,0.015509857,0.012775574,-0.044048914,-0.027966076,-0.002031665,-0.002085115,-0.003569908,0.001869186,-0.011684189,-8.36E-05,0.003133989,-0.017789773,0.019579344,-0.069086795,-0.004796598,-0.008653865,0.001432144,-0.031690107,-0.019069667,0.001702198,-0.000697634,-0.025188285,0.002245867,-0.005156425,0.026351486,0.001182357,-0.013953128,-0.024650381,-0.004556261,-0.008428381,-0.03487757,1
GSM1607737,-0.00244216,0.009087007,0.03516387,-0.048635188,0.045437283,-0.021863082,0.016247894,0.014578126,-0.042755383,-0.028542535,-0.002154779,-0.00204833,-0.003332136,0.001913007,-0.010264337,-8.42E-05,0.003364602,-0.015533542,0.019768984,-0.065538561,-0.004341252,-0.008795343,0.00151134,-0.030578584,-0.019439318,0.001757998,-0.000702573,-0.023955819,0.002270162,-0.005443072,0.029098696,0.00119866,-0.01382838,-0.027294115,-0.004441852,-0.009117847,-0.034994636,1
GSM1607738,-0.00234389,0.009391464,0.03564584,-0.045118892,0.049274993,-0.021800716,0.01586044,0.015462448,-0.042574391,-0.025857508,-0.002147543,-0.002609543,-0.003407559,0.001856817,-0.011745011,-8.40E-05,0.003233199,-0.016978836,0.020862889,-0.059395274,-0.00440938,-0.008730486,0.001521645,-0.030452634,-0.019401174,0.001846632,-0.000673464,-0.023991419,0.002448601,-0.00540127,0.032325887,0.001227494,-0.013646858,-0.030512378,-0.004527043,-0.009066896,-0.035353922,1
GSM1607739,-0.002307768,0.009543005,0.036890769,-0.045180316,0.056582929,-0.0220774,0.015433155,0.015428257,-0.043286387,-0.025244637,-0.002124947,-0.001995665,-0.003501312,0.001856924,-0.011840595,-8.41E-05,0.003267196,-0.018654434,0.019719945,-0.07001333,-0.004820479,-0.0089081,0.001544786,-0.030174874,-0.018236052,0.001754931,-0.000711595,-0.023511674,0.002756231,-0.005578088,0.027060555,0.001201323,-0.013587059,-0.029577567,-0.00461782,-0.00847732,-0.034557657,1
GSM1607740,-0.00226721,0.009587467,0.034001411,-0.04677538,0.044271743,-0.021865862,0.017197455,0.013516522,-0.044848613,-0.038578207,-0.002238134,-0.002568309,-0.003372337,0.001899699,-0.011133492,-8.69E-05,0.003081823,-0.018216003,0.02232663,-0.073024556,-0.00489877,-0.009009101,0.001537038,-0.03275518,-0.018867256,0.001713291,-0.000710569,-0.024252114,0.00268175,-0.00528701,0.038776437,0.001232624,-0.0146716,-0.033706601,-0.00452918,-0.009587617,-0.03619819,1
GSM1607743,-0.002528766,0.009839753,0.035676932,-0.047411451,0.043489148,-0.023276294,0.016407525,0.012777174,-0.043782875,-0.027324694,-0.002157076,-0.002561596,-0.003598684,0.001961043,-0.010958433,-8.80E-05,0.003255626,-0.017596751,0.018781642,-0.063746772,-0.003807452,-0.008791567,0.001702573,-0.029785627,-0.018866675,0.001759763,-0.000714385,-0.022704219,0.002325977,-0.00539741,0.029013424,0.001173356,-0.013744979,-0.029141405,-0.004606855,-0.00865304,-0.033387624,1
GSM1607744,-0.002298912,0.009510888,0.035216132,-0.049191084,0.042811831,-0.021915972,0.01456355,0.011781921,-0.045104317,-0.029733239,-0.00227138,-0.002147512,-0.003380258,0.001945128,-0.010268797,-8.65E-05,0.003113912,-0.016150823,0.020540735,-0.070475374,-0.004802872,-0.008811103,0.001508496,-0.031373367,-0.019089824,0.001820244,-0.000727795,-0.023833712,0.002263614,-0.005431653,0.039229086,0.001269477,-0.013002807,-0.026855351,-0.004518574,-0.008950483,-0.034953266,1
GSM1607745,-0.002339533,0.009491263,0.0366027,-0.041291546,0.042619189,-0.02281217,0.014955571,0.013108498,-0.044381631,-0.036265562,-0.002090269,-0.002220251,-0.003418523,0.001911617,-0.011978343,-8.34E-05,0.003036379,-0.019502395,0.020962234,-0.076239372,-0.004398531,-0.00926289,0.001590885,-0.030210659,-0.019195323,0.001775973,-0.000784998,-0.024237204,0.002191775,-0.005471514,0.029342731,0.001248774,-0.013264394,-0.029868129,-0.004606923,-0.009065418,-0.037354316,1
GSM1607746,-0.002360847,0.009149008,0.034840244,-0.052285446,0.05829572,-0.021500278,0.014536741,0.012539166,-0.043005063,-0.036722155,-0.00221637,-0.002080155,-0.003327644,0.001881751,-0.010273123,-8.64E-05,0.003250437,-0.016170274,0.021382601,-0.072299299,-0.005391117,-0.008800424,0.001530329,-0.032060069,-0.019036851,0.001750392,-0.000696089,-0.023740734,0.002666491,-0.00566142,0.028096134,0.001272553,-0.014429954,-0.031602941,-0.004521941,-0.009949141,-0.035395295,1
GSM1607747,-0.002277332,0.009116291,0.036287771,-0.046897479,0.045100537,-0.022069908,0.016989984,0.012284692,-0.04318318,-0.025779464,-0.002099705,-0.002418392,-0.003369448,0.00193164,-0.012861211,-8.57E-05,0.00304081,-0.017888172,0.020895954,-0.06433645,-0.004901696,-0.008533303,0.001555845,-0.030955721,-0.019295478,0.001671537,-0.000757232,-0.024637037,0.002632698,-0.005540446,0.028577203,0.001225427,-0.013954554,-0.027321764,-0.004428172,-0.009306061,-0.033091257,1
GSM1607748,-0.002374174,0.008877335,0.038332618,-0.03861399,0.044130904,-0.021548298,0.015473864,0.016354685,-0.044737549,-0.028935616,-0.002235405,-0.001944306,-0.003358511,0.001761319,-0.010316541,-8.34E-05,0.003236293,-0.013657235,0.019983159,-0.063647337,-0.00523951,-0.008716337,0.001436044,-0.0289143,-0.018300493,0.001822963,-0.000707966,-0.023107225,0.002379155,-0.005969095,0.025840719,0.001190772,-0.014578832,-0.026576322,-0.004621612,-0.009281761,-0.035361133,1
GSM1607749,-0.002300589,0.009335076,0.038567195,-0.04796529,0.043889118,-0.022482172,0.017368077,0.015954198,-0.044378294,-0.030832834,-0.002119834,-0.002730415,-0.003450199,0.001877112,-0.011878798,-8.21E-05,0.003315728,-0.019803032,0.01985296,-0.063679986,-0.004654173,-0.008861981,0.001553495,-0.031925889,-0.018611809,0.001763813,-0.000730087,-0.024404162,0.003015569,-0.005417892,0.026318546,0.001265274,-0.01323504,-0.031793825,-0.004445024,-0.008351242,-0.034291844,1
GSM1607750,-0.002280596,0.009265815,0.037315901,-0.041444637,0.043436329,-0.021041045,0.014592244,0.012260549,-0.043665873,-0.02373015,-0.002160655,-0.002040881,-0.003207829,0.001887803,-0.010909395,-8.74E-05,0.003271476,-0.017077712,0.020994268,-0.077805907,-0.00472829,-0.008981303,0.001414757,-0.031591946,-0.019738532,0.00175591,-0.000728769,-0.023223383,0.003002437,-0.005449719,0.030230644,0.00121478,-0.014627745,-0.030227254,-0.004357062,-0.009728082,-0.03449628,1
GSM1607751,-0.002332842,0.009301094,0.036506371,-0.045420652,0.053735694,-0.022713164,0.017342636,0.013408727,-0.042668775,-0.026527466,-0.00206054,-0.002288075,-0.00342093,0.001935671,-0.012225565,-8.25E-05,0.002987231,-0.016188675,0.020446252,-0.070214539,-0.004646508,-0.008771414,0.001547211,-0.032128004,-0.020321386,0.001700692,-0.0007036,-0.024801234,0.002443454,-0.005181323,0.032375205,0.001176797,-0.013489833,-0.028702501,-0.00434629,-0.008853806,-0.034215356,1
GSM1607752,-0.002303007,0.010318548,0.032414838,-0.042583039,0.044706634,-0.022460289,0.017180058,0.013835991,-0.045457649,-0.024893518,-0.002109173,-0.002012076,-0.003501051,0.001989017,-0.011270478,-8.42E-05,0.003186317,-0.018250492,0.021123972,-0.064635296,-0.005261423,-0.008815298,0.001571388,-0.032118826,-0.019747612,0.001892959,-0.000720059,-0.026357782,0.002248902,-0.005024733,0.026178627,0.001181446,-0.013578579,-0.030093899,-0.00469558,-0.009963348,-0.035509799,1
GSM1607753,-0.002259522,0.009436837,0.039337961,-0.05254217,0.05079039,-0.021010783,0.015732946,0.015349216,-0.045290811,-0.031523337,-0.002118839,-0.002531917,-0.003345882,0.001901738,-0.012877437,-8.40E-05,0.002971422,-0.020403118,0.01983351,-0.069225954,-0.004724464,-0.008827559,0.001515213,-0.030493193,-0.019180329,0.001703411,-0.00068422,-0.025185319,0.003138088,-0.00540248,0.028910247,0.001255693,-0.014372365,-0.031318118,-0.004425704,-0.009465043,-0.034345926,1
GSM1607754,-0.002337891,0.009425892,0.036504916,-0.038707558,0.043744265,-0.022834109,0.015332895,0.011762235,-0.042428496,-0.02520995,-0.002213979,-0.001901059,-0.003450257,0.00192736,-0.011999452,-8.20E-05,0.003254994,-0.015914273,0.019399179,-0.068650423,-0.004871743,-0.009042321,0.001531595,-0.030147936,-0.019262308,0.00175912,-0.000765836,-0.02485535,0.002226947,-0.005141322,0.026531853,0.00121723,-0.013166424,-0.027618718,-0.004448609,-0.00904505,-0.033104108,1
GSM1607755,-0.002269018,0.009339403,0.033902821,-0.049514635,0.043327423,-0.022975827,0.016292064,0.011496484,-0.045316554,-0.032190374,-0.002265466,-0.001895202,-0.003482552,0.001847338,-0.012100999,-8.88E-05,0.003282863,-0.013734468,0.020817739,-0.067354373,-0.003730052,-0.008983726,0.001636875,-0.031940998,-0.019356897,0.001746849,-0.000765914,-0.027504203,0.002556174,-0.005452375,0.026034975,0.00123677,-0.013476447,-0.028860356,-0.004621727,-0.008797434,-0.033510485,1
GSM1607756,-0.002279504,0.008981114,0.036980377,-0.050108017,0.053139776,-0.021911868,0.015109181,0.013573771,-0.04289739,-0.031435243,-0.002119967,-0.002177048,-0.003420637,0.001880679,-0.011561412,-8.43E-05,0.002956744,-0.018902395,0.020075223,-0.07236918,-0.004980546,-0.00866506,0.00151325,-0.029645358,-0.018196574,0.001771165,-0.000697944,-0.024687466,0.002854842,-0.005300476,0.031596163,0.001190304,-0.014490071,-0.02806034,-0.004569028,-0.008705658,-0.035293941,1
GSM1607757,-0.00230155,0.009381477,0.037373055,-0.046046263,0.043644142,-0.021799995,0.016750045,0.013014251,-0.044281073,-0.02729158,-0.002079206,-0.002669739,-0.003351344,0.001901448,-0.011637333,-8.23E-05,0.003132785,-0.01899268,0.020212671,-0.071959654,-0.00446134,-0.00857543,0.001574656,-0.031983737,-0.019654703,0.001753149,-0.000729738,-0.024577224,0.002584421,-0.005357824,0.040038876,0.00121275,-0.013594954,-0.030689756,-0.004461362,-0.008346657,-0.036124565,1
GSM1607758,-0.002335769,0.00884016,0.03773291,-0.044264754,0.043699474,-0.021939055,0.015029885,0.016175696,-0.043443496,-0.025011059,-0.002199467,-0.002054042,-0.003514307,0.001838356,-0.01006801,-8.27E-05,0.003050235,-0.01497388,0.021275127,-0.059683433,-0.005126163,-0.00880377,0.001467167,-0.029660093,-0.019185588,0.001753413,-0.000737564,-0.024041329,0.002110411,-0.005306568,0.025583368,0.001126302,-0.01474385,-0.023021874,-0.00459844,-0.008905916,-0.035369266,1
GSM1607759,-0.00237218,0.009628838,0.034630283,-0.049534524,0.043915455,-0.021836956,0.016602393,0.012929354,-0.044324629,-0.026719306,-0.002157608,-0.002281034,-0.003340806,0.002027954,-0.010739476,-8.58E-05,0.00314507,-0.0180349,0.020259843,-0.072481934,-0.004848449,-0.008754141,0.001618552,-0.032216315,-0.020389158,0.001801184,-0.000719053,-0.0246046,0.003081709,-0.005696365,0.03413857,0.001232128,-0.013178842,-0.030359077,-0.004467908,-0.009555115,-0.034720176,1
GSM1607760,-0.002451577,0.009127148,0.037369874,-0.042309061,0.059009482,-0.023203145,0.018130714,0.011643587,-0.043440604,-0.03367445,-0.002082793,-0.002306867,-0.003415143,0.001969827,-0.011380007,-8.82E-05,0.003180345,-0.014797591,0.021354268,-0.063502482,-0.005197641,-0.008834069,0.001461474,-0.032616039,-0.019796965,0.001644285,-0.000720154,-0.024814859,0.00234187,-0.00570794,0.025940048,0.00127049,-0.013107001,-0.027113731,-0.004768718,-0.008906972,-0.033885286,1
GSM1607761,-0.002325614,0.008715069,0.036110868,-0.044899278,0.043783757,-0.021815128,0.018086805,0.011876678,-0.045005094,-0.040857977,-0.002263201,-0.001992689,-0.003343332,0.00182627,-0.009713598,-8.55E-05,0.00320547,-0.013421183,0.019437362,-0.061257465,-0.004133758,-0.008848164,0.001448038,-0.029736964,-0.019522089,0.001853653,-0.000674205,-0.023887996,0.002273448,-0.006047349,0.026101418,0.001214228,-0.014726083,-0.026507146,-0.004341327,-0.008954259,-0.032620158,1
GSM1607762,-0.002329409,0.009410563,0.035820085,-0.048789194,0.044293307,-0.021766936,0.015963307,0.013856694,-0.044522361,-0.026152308,-0.002270978,-0.002373901,-0.003485913,0.001854675,-0.012594484,-8.48E-05,0.003163692,-0.017583156,0.021405353,-0.06532151,-0.00452017,-0.008841838,0.001504596,-0.0317759,-0.019185066,0.001737116,-0.000717187,-0.024048339,0.002730917,-0.005356246,0.030253225,0.001283796,-0.013300759,-0.030760897,-0.004483499,-0.008890832,-0.035004319,1
GSM1607763,-0.002329986,0.009610762,0.035463357,-0.042191013,0.056766673,-0.022462461,0.017276227,0.01329649,-0.045854899,-0.027790561,-0.002152161,-0.002361507,-0.003318137,0.001983437,-0.010124147,-8.89E-05,0.003278923,-0.015914591,0.021305082,-0.079371305,-0.004779755,-0.008963478,0.00152103,-0.03279317,-0.01983155,0.001787264,-0.000734438,-0.023792862,0.002774568,-0.005744574,0.031475102,0.001226731,-0.014136691,-0.031051691,-0.004547687,-0.009543712,-0.034971114,1
GSM1607764,-0.002282281,0.009959125,0.035342748,-0.042487287,0.043302177,-0.021881441,0.013681212,0.011664508,-0.043858025,-0.033663622,-0.002187053,-0.002064688,-0.003273418,0.001908925,-0.011289691,-8.62E-05,0.003308742,-0.016818454,0.021675935,-0.067152297,-0.004702494,-0.008753253,0.001596269,-0.031638565,-0.019801877,0.00186467,-0.000757298,-0.022944603,0.002549687,-0.00569768,0.030770593,0.001267689,-0.014339858,-0.032860506,-0.004658094,-0.009944979,-0.036443799,1
GSM1607765,-0.002291613,0.009094564,0.038039083,-0.041892282,0.055443288,-0.022446292,0.016231578,0.015363149,-0.043668163,-0.029160203,-0.00218658,-0.002023622,-0.003397772,0.001909813,-0.009472775,-8.25E-05,0.002930097,-0.015060088,0.022136167,-0.058799646,-0.005040693,-0.008698194,0.001479953,-0.031682358,-0.020486263,0.001785681,-0.000683273,-0.022390652,0.002040507,-0.005410713,0.026116171,0.001258108,-0.012886367,-0.027350102,-0.00438493,-0.009217922,-0.036252438,1
GSM1607768,-0.002331136,0.009603855,0.033145494,-0.045092238,0.042914595,-0.022506807,0.01357713,0.012890649,-0.043392066,-0.032376176,-0.002225318,-0.001948479,-0.003417381,0.001927277,-0.010928789,-8.27E-05,0.002969921,-0.016089391,0.021542184,-0.064852445,-0.004929002,-0.008817807,0.001559422,-0.030731464,-0.020321264,0.001793874,-0.00071599,-0.022693269,0.00215872,-0.005291605,0.026377534,0.001208924,-0.014190758,-0.027588261,-0.004512284,-0.009295066,-0.036788529,1
GSM1607769,-0.002294453,0.00961844,0.033584738,-0.04388783,0.043635222,-0.022332246,0.01702011,0.012656996,-0.045114069,-0.029981144,-0.002183571,-0.002307755,-0.003457656,0.001977343,-0.012186636,-8.42E-05,0.003172517,-0.01882587,0.021544485,-0.072246713,-0.004699465,-0.009140749,0.001632517,-0.031544362,-0.019478041,0.001789268,-0.000699048,-0.025003562,0.002856909,-0.005390522,0.033654618,0.001234822,-0.013893691,-0.028313457,-0.004604516,-0.009101316,-0.035827236,1
GSM1607770,-0.002279079,0.009783994,0.034407138,-0.046978691,0.05160926,-0.02196167,0.016101278,0.011973579,-0.044264362,-0.03240215,-0.002244983,-0.002288522,-0.003289479,0.001910864,-0.011411075,-8.44E-05,0.00323131,-0.018668995,0.019682734,-0.070412559,-0.004613237,-0.008725748,0.001569119,-0.029035319,-0.01926789,0.001782683,-0.000716462,-0.023794455,0.002837904,-0.005789765,0.026743338,0.001180431,-0.012966841,-0.031482869,-0.004597653,-0.010633779,-0.035201239,1
GSM1607771,-0.002277979,0.008875106,0.03738206,-0.041232487,0.060817958,-0.021713575,0.016084456,0.015308446,-0.043733259,-0.025292013,-0.002158025,-0.002114671,-0.0034446,0.001810154,-0.008953496,-8.32E-05,0.003052099,-0.012472883,0.020102252,-0.071580881,-0.004550658,-0.008826696,0.001440858,-0.031920956,-0.019967933,0.001852869,-0.000749175,-0.023409153,0.002100985,-0.00525733,0.02663836,0.001203449,-0.013890685,-0.025288753,-0.004500346,-0.008745636,-0.034073826,1
GSM1607772,-0.002328104,0.009701068,0.036680768,-0.042894814,0.058938224,-0.022766705,0.015541971,0.013038431,-0.043753185,-0.025550577,-0.002250454,-0.00197449,-0.003442638,0.001891991,-0.011023607,-8.37E-05,0.003125486,-0.015827001,0.02180896,-0.055083627,-0.003837097,-0.008749104,0.001519309,-0.032322593,-0.020996421,0.001675999,-0.000663267,-0.022640874,0.002341646,-0.005437007,0.026115713,0.001217262,-0.013390063,-0.02562847,-0.00443647,-0.009106684,-0.036601633,1
GSM1607773,-0.002546154,0.009843949,0.035917406,-0.051987547,0.042750146,-0.022228929,0.016576103,0.011937512,-0.043821579,-0.030219063,-0.002190538,-0.002719407,-0.003352549,0.001955421,-0.012559448,-8.57E-05,0.00315737,-0.017039399,0.020716358,-0.069949198,-0.004329717,-0.009093164,0.001597594,-0.03176879,-0.020024438,0.001831332,-0.000676299,-0.023198636,0.002714538,-0.00548648,0.032143319,0.001300179,-0.013792441,-0.031806915,-0.004445383,-0.009377379,-0.036682322,1
GSM1607776,-0.002410464,0.009390529,0.035924634,-0.0556255,0.042106247,-0.021733724,0.015555767,0.013434662,-0.045686432,-0.035599732,-0.002204764,-0.001983542,-0.003312543,0.001777269,-0.009820097,-8.99E-05,0.002932999,-0.01281902,0.019495147,-0.072113298,-0.004003829,-0.009016107,0.001591761,-0.031892247,-0.019763484,0.001847235,-0.000722171,-0.02317636,0.002914275,-0.005577323,0.036647022,0.00110975,-0.014650503,-0.032613773,-0.004750739,-0.009487247,-0.035204691,1
GSM1607777,-0.002262541,0.009746451,0.035006798,-0.047922126,0.042052204,-0.022131238,0.014929925,0.012749449,-0.04520287,-0.023742619,-0.002015766,-0.002055505,-0.003359248,0.001955338,-0.011599425,-8.45E-05,0.003160224,-0.019045007,0.020866888,-0.071713768,-0.00518218,-0.008764197,0.001527505,-0.031325963,-0.018797286,0.001724002,-0.000762784,-0.02443703,0.002926179,-0.005694818,0.035112727,0.001235478,-0.013876537,-0.031437734,-0.004655478,-0.008943954,-0.035431957,1
GSM1607778,-0.00228369,0.009636128,0.032148445,-0.039884551,0.049572696,-0.023408921,0.017582282,0.014440566,-0.044904507,-0.026187428,-0.002092445,-0.00187284,-0.003608445,0.002011871,-0.010733508,-8.24E-05,0.003181833,-0.020064355,0.020643907,-0.058519402,-0.004837413,-0.008652676,0.001676637,-0.033572486,-0.018530649,0.001818101,-0.0006742,-0.024382367,0.002133737,-0.005034342,0.026734752,0.00122813,-0.014328343,-0.02400027,-0.004390763,-0.009194926,-0.03634297,1
GSM1607780,-0.002392263,0.009788988,0.035490402,-0.044677384,0.042624286,-0.023160411,0.016699716,0.011154192,-0.04601093,-0.029773048,-0.002156076,-0.002211385,-0.003552905,0.001905732,-0.010298627,-8.52E-05,0.003119588,-0.014732051,0.021204971,-0.076139508,-0.005022649,-0.008867712,0.001602787,-0.032672198,-0.020546994,0.001776199,-0.000738762,-0.024850541,0.002076381,-0.005393704,0.027467248,0.001196456,-0.014737122,-0.025844579,-0.004561676,-0.009634485,-0.034194211,1
GSM1607781,-0.002399948,0.009596164,0.036836546,-0.042386225,0.043304074,-0.022820004,0.014537526,0.013411455,-0.044618075,-0.032504219,-0.002219697,-0.002591799,-0.003456422,0.001891344,-0.012492441,-8.25E-05,0.003257399,-0.017455447,0.019436349,-0.070311961,-0.004405203,-0.008605473,0.001572617,-0.029981773,-0.019082076,0.001861694,-0.000757599,-0.025300901,0.002453643,-0.00540441,0.026965597,0.001202217,-0.013304817,-0.030613776,-0.004618504,-0.008261999,-0.033522218,1
GSM1607782,-0.002402714,0.009222563,0.036304809,-0.049369481,0.055533412,-0.021375254,0.017092956,0.01446336,-0.043075664,-0.035197588,-0.002146977,-0.002211617,-0.003342249,0.001863763,-0.011544092,-8.66E-05,0.003271497,-0.015940572,0.020330489,-0.068286656,-0.004492715,-0.008873876,0.001538859,-0.031019549,-0.018885896,0.001746918,-0.000750912,-0.023979717,0.002843821,-0.005791181,0.028689643,0.001241152,-0.013325393,-0.031479013,-0.00450478,-0.008663831,-0.034603589,1
GSM1607783,-0.002303656,0.009281653,0.038648301,-0.045772841,0.058896237,-0.022179713,0.014894944,0.016574582,-0.045199792,-0.024065885,-0.002109318,-0.002507345,-0.003422319,0.001890819,-0.010467638,-8.44E-05,0.003103925,-0.016613355,0.020217145,-0.065710498,-0.004356134,-0.008639394,0.001479335,-0.031207151,-0.019087665,0.001730679,-0.000697086,-0.024938979,0.002459662,-0.005377454,0.026365745,0.001267058,-0.014112336,-0.028495677,-0.004529096,-0.008591315,-0.034717862,1
GSM1607784,-0.00238902,0.009103241,0.035386854,-0.042801534,0.048696242,-0.021858075,0.017125786,0.011925929,-0.043416115,-0.029605635,-0.002163426,-0.002244571,-0.003302574,0.001895123,-0.011096736,-8.43E-05,0.003143035,-0.015608814,0.020943298,-0.062185125,-0.005421558,-0.008833292,0.001503847,-0.030524831,-0.018815947,0.001793547,-0.000739919,-0.023891846,0.002731553,-0.005777338,0.026489537,0.001270195,-0.013635993,-0.026566951,-0.004557561,-0.00888475,-0.034193784,1
GSM1607785,-0.002435247,0.009684789,0.034821029,-0.048284685,0.054505218,-0.022058285,0.017442754,0.011791434,-0.044699957,-0.033756406,-0.002108964,-0.002238955,-0.003347674,0.001935275,-0.012713038,-8.56E-05,0.003264014,-0.017165915,0.021303585,-0.071105898,-0.004764425,-0.009008404,0.001558108,-0.032850136,-0.020161455,0.001743406,-0.000700877,-0.023858093,0.002970995,-0.005338227,0.034842217,0.001287867,-0.01333156,-0.032456682,-0.004450195,-0.008940956,-0.036562454,1
GSM1607786,-0.0024614,0.008711232,0.036614619,-0.039702631,0.043096333,-0.021641821,0.016470321,0.012882343,-0.042744891,-0.027058061,-0.002296971,-0.002405932,-0.003338669,0.001874665,-0.012084182,-8.81E-05,0.003142848,-0.018831198,0.01907317,-0.074532724,-0.004718818,-0.008849497,0.001520289,-0.029535921,-0.019665023,0.001768656,-0.000718732,-0.024366879,0.002498598,-0.005153548,0.026554897,0.001220271,-0.014714007,-0.029032855,-0.004481285,-0.008623586,-0.033410817,1
GSM1607787,-0.002336496,0.009658048,0.035089432,-0.041023268,0.042272025,-0.022840665,0.016168596,0.012446981,-0.042958169,-0.028215224,-0.002370147,-0.002144878,-0.003329951,0.001966915,-0.011031176,-8.69E-05,0.003439408,-0.016441376,0.021849144,-0.065733939,-0.004672775,-0.009040966,0.001593829,-0.03133777,-0.020266258,0.001768937,-0.00066604,-0.023211507,0.002424986,-0.005455952,0.026385013,0.001268549,-0.012830898,-0.027083639,-0.004597719,-0.010697772,-0.033901997,1
GSM1607788,-0.002533135,0.009609315,0.037591234,-0.041238035,0.042456756,-0.023280927,0.014122911,0.013269387,-0.045139171,-0.030336929,-0.002158124,-0.001962617,-0.003472401,0.001936143,-0.011882226,-8.18E-05,0.003192928,-0.015005896,0.020702557,-0.061942413,-0.004614251,-0.008860378,0.001510328,-0.031388105,-0.018984194,0.001810184,-0.000735288,-0.024902613,0.002393789,-0.005278854,0.036347572,0.001247782,-0.014127124,-0.027947133,-0.004523297,-0.00927859,-0.03520328,1
GSM1607789,-0.002334415,0.00923865,0.038259117,-0.048469448,0.049926567,-0.021802096,0.016519327,0.013328733,-0.044855474,-0.027104065,-0.002082262,-0.002317526,-0.003314841,0.001803863,-0.01112755,-8.65E-05,0.003030456,-0.015309519,0.0207921,-0.062998856,-0.004665912,-0.008836471,0.001555867,-0.030848696,-0.018195046,0.001741078,-0.00071807,-0.024581522,0.002775473,-0.00531355,0.036251019,0.001258534,-0.013705275,-0.033282742,-0.004517302,-0.009118612,-0.033679119,1
GSM1607790,-0.002406554,0.009943896,0.034471086,-0.048192613,0.042436006,-0.022775109,0.018065028,0.011704582,-0.046244091,-0.026178517,-0.002180026,-0.002396648,-0.003586362,0.002016819,-0.00978789,-8.90E-05,0.003271546,-0.017042585,0.020360624,-0.068523972,-0.004171298,-0.009116615,0.001686105,-0.032288939,-0.019234632,0.001818001,-0.000764101,-0.024087616,0.002902445,-0.006113124,0.030661885,0.001283145,-0.01403412,-0.033013493,-0.004509203,-0.009253299,-0.033999267,1
GSM1607791,-0.002369477,0.009668935,0.036161893,-0.043724437,0.043603951,-0.022428937,0.015178665,0.015256234,-0.044700966,-0.025126897,-0.00219025,-0.002290446,-0.003429221,0.001880355,-0.011439542,-8.51E-05,0.003282429,-0.016903034,0.019849581,-0.067366476,-0.004586959,-0.00864838,0.001565788,-0.029390903,-0.020351007,0.001796682,-0.000687955,-0.023002014,0.002738055,-0.005451127,0.026175847,0.001288136,-0.013458741,-0.031237441,-0.004551202,-0.008622232,-0.034620687,1
GSM1607793,-0.00228207,0.009319455,0.03408158,-0.049476487,0.059873318,-0.022010466,0.014806313,0.014764156,-0.045300337,-0.034085993,-0.002171051,-0.00226169,-0.003396215,0.00188951,-0.011705646,-8.64E-05,0.003159532,-0.014949987,0.01993618,-0.069088903,-0.005040207,-0.008849686,0.00150503,-0.032286525,-0.019599241,0.001727259,-0.000734034,-0.024969571,0.002476084,-0.005636725,0.026179008,0.001180385,-0.014809693,-0.029724979,-0.004635022,-0.009115803,-0.035809174,1
GSM1607794,-0.002286444,0.009083336,0.037967644,-0.046960701,0.050705484,-0.022400746,0.016527019,0.012240638,-0.043189747,-0.027781541,-0.00216598,-0.001842602,-0.00343896,0.001864493,-0.010262479,-8.27E-05,0.003054197,-0.014376629,0.020262004,-0.071060436,-0.004432808,-0.008792066,0.001482819,-0.030590834,-0.018568195,0.001701775,-0.000755901,-0.024357538,0.00211139,-0.005398307,0.025863314,0.001188299,-0.014105599,-0.026762712,-0.004507857,-0.009792626,-0.033327482,1
GSM1607796,-0.002293802,0.009002242,0.035627213,-0.039510398,0.060622754,-0.022815984,0.015960359,0.012037828,-0.044184035,-0.029458197,-0.002251886,-0.001950401,-0.00332765,0.001903725,-0.011300896,-8.38E-05,0.003044698,-0.015850523,0.021550589,-0.062720743,-0.005914124,-0.008814359,0.001485488,-0.031983927,-0.01897392,0.001797106,-0.000728185,-0.023937377,0.002287458,-0.005440521,0.026007604,0.001237006,-0.014423603,-0.025493177,-0.004291057,-0.008863412,-0.033917736,1
